Gene ID	Gene Name	ERR3452819	ERR3452821	ERR3452822	ERR3452820	ERR3452816	ERR3452817	ERR3452823	ERR3452818	ERR3452815
WBGene00008531	F02E9.7	1124	1020	867	1078	847	942	632	1061	851
WBGene00008532	dpt-1	4643	4265	3424	4999	4693	5212	2953	4170	4904
WBGene00008533	F02E9.10	1559	1337	1044	1540	1219	1426	849	1299	1138
WBGene00008534	F02H6.1	105	66	46	100	73	75	62	95	100
WBGene00008535	F02H6.2	692	441	322	695	567	540	273	609	509
WBGene00008536	F02H6.3	522	332	267	531	484	458	227	471	428
WBGene00008537	F02H6.4	344	205	149	345	383	343	173	336	331
WBGene00008538	sqrd-1	79	237	168	78	127	123	145	77	107
WBGene00008539	F02H6.6	2	1	1	3	0	3	0	2	1
WBGene00008540	F02H6.7	0	0	0	0	0	0	1	0	0
WBGene00008541	F07A5.2	730	3775	3060	1074	819	1177	2587	610	900
WBGene00008542	scav-6	394	575	457	407	181	269	344	311	200
WBGene00008543	F07A5.4	19	34	13	10	17	15	25	12	22
WBGene00008545	F07A11.1	7	11	8	10	10	6	11	16	9
WBGene00008546	gfat-1	8802	6737	5231	8669	7197	7655	4955	7880	7246
WBGene00008547	F07A11.4	309	846	562	369	574	711	501	309	592
WBGene00008548	F07A11.5	254	568	475	312	485	621	393	297	552
WBGene00008549	din-1	1656	2212	1541	1644	1394	1688	1271	1518	1466
WBGene00008550	F07B10.4	11	5	2	3	1	3	0	6	2
WBGene00008551	lgc-36	0	2	1	5	5	1	0	1	5
WBGene00008552	srsx-31	0	0	0	0	0	0	0	0	0
WBGene00008553	F07C6.2	70	75	66	65	49	50	49	47	57
WBGene00008554	F07C6.3	194	331	261	184	218	228	241	184	181
WBGene00008555	F07C6.4	1940	2353	1699	1936	1605	1954	1444	1700	1838
WBGene00008556	F07D3.3	5	81	88	8	4	17	52	4	5
WBGene00008557	F07H5.6	5	17	10	2	2	5	13	2	0
WBGene00008558	F07H5.7	22	53	32	24	23	25	42	23	20
WBGene00008559	F07H5.8	6	217	122	7	4	40	127	6	8
WBGene00008560	pho-13	560	695	492	561	479	643	447	453	599
WBGene00008561	F07H5.10	1364	1403	1089	1374	1138	1255	1016	1156	1150
WBGene00008563	F07H5.13	50	28	16	31	22	42	3	41	23
WBGene00008564	acox-1.1	809	1411	1039	889	1010	1322	899	804	1082
WBGene00008565	acox-1.2	203	173	150	278	295	279	140	245	260
WBGene00008566	acox-1.3	197	54	25	221	293	398	22	222	264
WBGene00008567	acox-1.4	256	569	425	343	308	410	366	247	319
WBGene00008568	F08A8.5	10	20	10	11	5	10	4	5	15
WBGene00008569	fbxa-101	1035	1034	908	1088	1044	1021	722	871	899
WBGene00008570	kcnl-2	88	176	127	100	86	89	77	70	90
WBGene00008571	prmn-1	235	775	571	255	291	307	395	219	317
WBGene00008572	F08B12.4	1023	2180	2091	881	1301	1690	1814	1046	1370
WBGene00008574	srbc-61	0	0	0	0	0	0	0	0	0
WBGene00008575	scl-24	1	3	6	5	6	7	11	2	8
WBGene00008576	F08G2.4	231	276	213	211	160	223	213	172	187
WBGene00008577	F08G2.5	9	14	9	10	36	54	16	9	38
WBGene00008578	F08G2.7	69	73	66	45	36	53	51	52	29
WBGene00008579	F08G2.8	10	64	57	33	20	24	38	24	25
WBGene00008580	dsb-1	1563	1687	1396	1596	1389	1574	1327	1335	1348
WBGene00008581	acl-13	72	340	297	104	54	125	209	57	106
WBGene00008582	F08G5.3	99	327	283	109	111	128	219	106	128
WBGene00008583	ugt-65	9	43	27	21	35	41	32	14	33
WBGene00008584	irg-4	124	682	446	263	42	54	331	149	30
WBGene00008585	F08G12.1	224	230	167	190	247	280	145	210	230
WBGene00008586	snrp-40.1	747	617	452	736	650	652	464	630	644
WBGene00008587	F08G12.3	92	143	95	152	98	112	66	80	106
WBGene00008588	F08G12.5	49	58	57	44	59	51	38	47	34
WBGene00008589	nlp-57	21	40	39	26	13	33	18	19	36
WBGene00008590	F08H9.2	465	2156	1771	695	529	830	1689	412	722
WBGene00008591	F08H9.3	3	1	2	3	0	2	0	0	1
WBGene00008592	F08H9.4	1	1	0	1	4	2	1	3	1
WBGene00008593	clec-227	711	760	789	670	201	252	702	526	208
WBGene00008594	clec-57	173	242	190	204	148	226	127	151	171
WBGene00008595	clec-56	762	1258	885	868	735	870	744	637	756
WBGene00008596	clec-54	417	346	317	321	222	258	207	377	221
WBGene00008597	clec-55	6	21	15	5	3	5	10	5	1
WBGene00008598	spin-3	148	245	265	198	106	139	167	153	109
WBGene00008599	F09A5.2	34	85	52	20	14	34	39	29	23
WBGene00008600	F09A5.3	5	15	15	2	2	5	6	5	6
WBGene00008601	mob-2	788	1123	785	720	674	814	661	683	751
WBGene00008602	oac-14	9	145	95	16	170	304	67	12	145
WBGene00008603	F09B9.4	326	803	630	326	364	430	552	329	360
WBGene00008604	F09B9.5	15	25	19	28	18	21	14	11	18
WBGene00008605	mlt-9	20	279	191	7	28	113	193	21	20
WBGene00008606	dhhc-1	225	192	182	225	195	234	127	169	230
WBGene00008607	F09B12.3	332	997	609	493	1023	1390	619	298	1109
WBGene00008609	F09B12.5	1	6	0	2	2	4	2	2	3
WBGene00008610	F09C3.2	156	559	402	170	151	239	387	168	188
WBGene00008611	fbxb-68	8	0	1	5	1	2	0	14	2
WBGene00008612	fbxa-103	4	0	0	3	2	0	0	3	0
WBGene00008613	fbxb-69	8	5	1	6	2	6	5	2	5
WBGene00008615	F09C6.1	3	9	10	2	4	0	4	2	3
WBGene00008616	fbxa-44	4	14	20	4	4	2	11	1	1
WBGene00008617	F09C6.3	1	7	10	1	0	2	5	0	1
WBGene00008618	fbxa-45	3	1	3	0	1	1	0	2	1
WBGene00008619	nhr-262	0	0	0	0	0	0	0	0	0
WBGene00008620	F09C6.10	26	3	8	29	22	41	21	15	26
WBGene00008621	F09C8.1	389	840	632	353	29	22	689	248	15
WBGene00008622	F09C8.2	506	650	449	501	508	652	365	510	513
WBGene00008623	spe-43	12	74	56	15	13	24	48	4	17
WBGene00008624	crld-1	1015	1068	852	1032	963	1146	830	851	977
WBGene00008625	scl-14	2	36	22	7	3	4	20	4	3
WBGene00008626	nlp-79	33	48	45	27	36	18	43	44	31
WBGene00008627	hpx-2	3	4	2	1	1	0	3	1	0
WBGene00008628	ttr-21	224	604	456	254	275	344	381	211	299
WBGene00008629	cpt-5	319	735	634	418	418	482	492	369	451
WBGene00008630	nhr-175	0	1	0	0	0	0	0	0	0
WBGene00008631	F10A3.1	1	0	0	0	0	0	1	1	0
WBGene00008632	fbxa-88	1	5	4	0	0	2	2	0	2
WBGene00008633	fbxa-18	1	4	0	0	0	0	0	0	1
WBGene00008634	F10A3.4	196	182	162	186	103	110	149	169	109
WBGene00008635	F10A3.7	0	0	1	0	0	0	1	0	0
WBGene00008636	F10A3.11	0	0	0	0	0	0	0	0	0
WBGene00008637	F10A3.12	5	4	5	7	7	12	5	7	4
WBGene00008638	F10A3.16	0	0	0	0	0	0	0	0	0
WBGene00008639	F10B5.2	1158	1346	1127	1280	1181	1309	948	1038	1207
WBGene00008640	F10B5.3	1	19	15	1	2	11	14	2	5
WBGene00008641	pch-2	1656	1380	1236	1648	1194	1262	872	1377	1159
WBGene00008642	ints-11	2557	2282	1777	2733	2363	2453	1644	2206	2396
WBGene00008643	tmem-138	1	3	0	2	0	2	1	0	0
WBGene00008644	F10C2.3	51	84	39	36	41	82	43	40	41
WBGene00008645	F10C2.4	3662	2921	2163	3468	2596	2814	1820	3131	2549
WBGene00008646	F10C2.5	994	1065	758	1092	923	1079	557	859	932
WBGene00008647	F10C2.7	5	34	13	4	6	8	9	4	4
WBGene00008648	F10D11.2	1133	1008	782	1160	932	1047	603	980	907
WBGene00008649	F10D11.3	25	114	105	47	38	45	103	30	55
WBGene00008650	F10D11.4	17	111	102	30	15	30	94	13	32
WBGene00008651	F10D11.5	41	266	204	56	64	70	197	46	56
WBGene00008652	F10D11.6	98	1634	1150	123	183	385	1128	102	203
WBGene00008654	pfas-1	484	847	530	596	954	1144	505	419	892
WBGene00008655	lips-3	13	197	113	20	15	39	142	13	22
WBGene00008656	lron-5	19	46	52	36	24	27	26	28	29
WBGene00008657	clec-154	12	89	64	21	12	17	83	8	7
WBGene00008658	clec-152	15	183	155	18	19	41	112	14	24
WBGene00008659	clec-151	112	776	655	189	131	220	605	122	185
WBGene00008660	clec-153	57	341	290	94	88	101	257	64	77
WBGene00008661	F10G8.1	44	329	289	39	46	71	227	34	39
WBGene00008662	F10G8.2	9	162	105	30	26	33	80	7	29
WBGene00008663	eak-6	4	3	2	2	2	4	1	5	1
WBGene00008664	nubp-1	1934	1985	1710	2021	1796	2038	1515	1682	1960
WBGene00008665	ercc-1	908	972	786	877	778	776	612	837	782
WBGene00008666	F10G8.8	351	840	580	378	357	502	477	354	357
WBGene00008667	F10G8.9	462	581	505	449	469	525	389	394	477
WBGene00008668		0	1	0	0	1	0	0	1	0
WBGene00008669	acs-14	2073	3725	2888	2243	1582	1961	2185	1933	1640
WBGene00008670	eif-2Bdelta	2151	1994	1564	2092	1881	2092	1210	1889	1848
WBGene00008671	F11A5.3	0	2	0	0	0	0	2	0	0
WBGene00008672	F11A5.4	1	0	0	0	0	0	3	0	0
WBGene00008673	F11A5.5	1	2	2	0	3	4	4	0	1
WBGene00008675	irld-26	2	2	2	4	2	1	2	3	1
WBGene00008676	oac-15	0	5	4	0	1	0	2	0	0
WBGene00008677	F11A5.9	1457	1589	1059	1441	1525	1730	800	1436	1461
WBGene00008678	stdh-2	4	3	11	6	5	3	3	4	3
WBGene00008679	F11A5.13	0	3	2	0	0	1	0	0	0
WBGene00008680	F11A5.15	35	44	41	36	26	30	38	54	22
WBGene00008681	scrm-4	124	210	188	178	277	305	123	142	302
WBGene00008682	lex-1	5378	4532	3298	5381	4402	4716	2887	5091	4420
WBGene00008683	repo-1	1470	1185	1049	1467	1319	1338	912	1287	1395
WBGene00008684	mig-32	1528	1312	982	1578	1303	1474	813	1391	1324
WBGene00008685	mon-2	2764	2845	2033	2805	2689	3116	1626	2573	2739
WBGene00008686	F11A10.5	2812	2473	1951	2678	2601	2690	1711	2503	2527
WBGene00008687	F11A10.6	637	938	722	646	630	774	624	608	653
WBGene00008688	rbm-34	1533	1865	1581	1723	1730	1869	1466	1465	1645
WBGene00008690	F11C1.1	114	136	76	89	111	103	67	108	106
WBGene00008691	mff-1	132	126	124	133	104	129	103	135	111
WBGene00008692	scav-4	343	515	389	428	187	218	348	353	182
WBGene00008693	F11C1.4	11	28	15	11	14	11	14	7	9
WBGene00008694	vwa-8	2562	1904	1170	2567	3603	4500	1143	2367	3859
WBGene00008695	F11C3.1	48	46	27	51	39	47	25	49	42
WBGene00008696	clec-255	0	0	0	0	0	0	0	0	0
WBGene00008698	F11D11.3	0	3	6	0	0	1	0	0	0
WBGene00008699	F11D11.4	0	0	0	0	0	0	0	0	0
WBGene00008700	clec-254	0	1	5	1	1	1	3	0	0
WBGene00008701	F11D11.6	0	1	2	0	2	0	0	1	0
WBGene00008702	clec-252	0	1	1	1	0	0	2	0	3
WBGene00008703	clec-251	0	2	0	0	0	0	0	0	0
WBGene00008706	gba-3	163	221	168	127	138	188	123	134	149
WBGene00008707	F11E6.3	10944	31095	26065	13040	19985	26491	24804	10721	24697
WBGene00008708	F11E6.4	32	44	33	43	27	48	35	44	52
WBGene00008709	F11E6.6	42	75	64	43	23	31	44	14	33
WBGene00008710	F11E6.7	3343	2392	2028	3152	2623	2862	1758	2819	2644
WBGene00008711	F11E6.8	49	273	236	54	69	106	193	62	78
WBGene00008712	F11E6.9	4	27	17	3	2	17	29	1	3
WBGene00008713	F11E6.10	1	1	4	1	2	4	1	1	2
WBGene00008714	F11F1.1	176	240	224	238	307	340	131	178	316
WBGene00008716	F11F1.4	0	0	0	0	0	0	0	0	1
WBGene00008717	F11F1.5	0	0	0	0	0	0	0	0	0
WBGene00008719	ttr-52	8	9	5	0	1	2	8	3	1
WBGene00008720	F12F6.1	4082	3780	2914	3957	2988	3238	2585	3613	2887
WBGene00008722	F12F6.7	2325	2019	1591	2308	1921	2163	1363	2008	1945
WBGene00008723	F12F6.8	33	8	5	21	3	13	1	29	11
WBGene00008724	F13A7.1	303	1687	1319	482	440	602	1288	312	596
WBGene00008725	F13A7.7	17	174	125	17	22	40	140	17	26
WBGene00008726	F13A7.11	45	53	52	55	88	134	54	47	95
WBGene00008727	F13A7.12	9	39	22	6	7	10	27	8	10
WBGene00008728	sre-36	6	5	2	4	1	3	2	5	5
WBGene00008729	F13B12.1	3982	3861	3008	3943	3363	3625	2872	3391	3352
WBGene00008730	F13B12.2	38	98	58	34	86	102	39	30	68
WBGene00008731	F13B12.3	137	126	106	161	41	81	55	115	75
WBGene00008732	F13B12.4	6	85	54	1	7	12	53	3	7
WBGene00008733	F13B12.6	2233	2355	1849	2255	1915	2108	1572	2003	2025
WBGene00008734	F13B12.7	4	16	13	3	3	8	5	2	0
WBGene00008735	F13D2.1	315	581	378	354	422	501	278	288	473
WBGene00008736	gnrr-6	12	21	16	7	14	5	19	7	9
WBGene00008737	gnrr-7	12	28	25	13	11	14	30	11	14
WBGene00008739	F13D12.3	274	708	604	263	291	366	452	227	375
WBGene00008740	F13D12.5	1262	1393	1028	1403	1153	1383	989	1041	1227
WBGene00008741	ctsa-1.2	1840	5607	3920	2108	1509	2178	3938	1991	1526
WBGene00008742	F13D12.8	57	147	123	73	65	72	98	62	65
WBGene00008743	F13D12.9	137	1194	904	177	164	270	832	130	159
WBGene00008744	F13D12.10	40	94	48	38	34	50	53	39	50
WBGene00008745	F13E6.1	957	1294	975	866	920	1263	909	848	1023
WBGene00008746	F13E6.2	15	30	27	22	17	12	28	9	17
WBGene00008747	phf-31	91	68	54	108	67	78	58	76	79
WBGene00008748	yap-1	543	1246	966	525	538	721	759	477	596
WBGene00008749	plpp-1.3	353	385	325	324	369	433	227	323	414
WBGene00008750	F13E9.1	1718	1680	1196	1736	1346	1519	980	1532	1424
WBGene00008751	fipr-14	0	0	0	0	0	0	0	0	0
WBGene00008752	fipr-15	0	0	0	0	0	0	0	0	0
WBGene00008753	F13E9.4	0	3	0	0	1	0	1	0	0
WBGene00008754	F13E9.5	76	413	363	101	95	114	310	62	110
WBGene00008755	sdz-13	14	0	1	7	1	2	0	7	1
WBGene00008757	F13E9.8	1	2	1	1	0	2	2	0	1
WBGene00008758	F13E9.9	1	0	2	0	0	2	2	0	0
WBGene00008759	F13E9.10	4	1	2	6	5	6	5	5	2
WBGene00008760	F13E9.11	73	189	105	66	52	79	116	58	73
WBGene00008761	F13E9.12	15	22	24	17	9	5	20	7	12
WBGene00008762	ztf-2	28	38	30	18	23	30	20	15	22
WBGene00008763	F13G3.3	16	14	10	8	9	21	6	19	16
WBGene00008764	dylt-1	1606	1433	1229	1624	1487	1644	931	1400	1526
WBGene00008765	ttx-7	1611	1355	974	1701	1704	1810	947	1460	1685
WBGene00008766	F13G3.6	669	916	704	726	586	666	669	616	612
WBGene00008767	F13G3.7	901	865	680	895	763	890	535	750	722
WBGene00008768	F13G3.10	1347	1335	1126	1377	1330	1367	1137	1112	1415
WBGene00008769	mrpl-13	916	989	894	888	882	996	693	792	944
WBGene00008770	F13G3.12	72	166	108	59	45	92	107	47	65
WBGene00008772	irld-4	15	105	88	20	24	35	84	17	28
WBGene00008773	F13H10.1	6	18	15	5	6	4	9	3	5
WBGene00008774	F13H10.3	1447	1096	814	1398	1045	1287	482	1384	1030
WBGene00008775	mogs-1	3490	2947	2346	3375	2820	3065	1741	3039	2795
WBGene00008776	F13H10.5	23	20	12	20	20	33	16	20	26
WBGene00008777	F13H10.6	319	708	587	313	393	445	549	249	446
WBGene00008778	nhr-264	0	0	0	0	0	0	0	0	0
WBGene00008779	F14B4.1	33	60	40	48	51	47	42	40	54
WBGene00008780	hxk-1	6705	5472	4131	6889	5453	5694	3638	5874	5244
WBGene00008781	rpoa-2	2220	2789	2086	2669	2456	2835	1708	2057	2625
WBGene00008782	sdz-14	40	6	4	30	8	5	8	36	12
WBGene00008783	F14B6.2	34	97	79	46	41	35	82	36	32
WBGene00008784	F14B6.3	79	6	9	69	18	11	6	74	10
WBGene00008785	F14B6.4	7	25	20	17	20	5	10	1	26
WBGene00008786	oac-16	0	4	4	0	0	1	0	0	0
WBGene00008787	F14B6.6	47	118	88	65	44	69	74	36	56
WBGene00008788	F14D7.1	0	28	20	2	3	7	14	1	2
WBGene00008789	F14D7.2	1759	1113	826	1725	1303	1295	769	1530	1289
WBGene00008790	F14D7.3	2	0	0	0	1	0	0	3	0
WBGene00008791	F14D7.4	2	10	15	9	10	6	4	3	4
WBGene00008792	F14D7.5	1	1	1	1	1	1	2	3	2
WBGene00008793	F14D7.6	189	380	384	232	138	233	236	162	212
WBGene00008794	F14D7.7	1	5	3	2	1	1	3	2	4
WBGene00008795	F14D7.8	1	16	10	6	7	6	7	6	4
WBGene00008796	F14D7.9	1	3	3	0	0	0	0	0	0
WBGene00008797	F14D7.10	0	0	0	0	0	0	1	1	0
WBGene00008798	F14D7.11	0	5	3	0	1	2	0	1	2
WBGene00008799	F14E5.1	16	23	9	14	20	22	1	25	10
WBGene00008800	F14E5.2	4851	4550	3292	4844	4404	4786	2831	4369	4560
WBGene00008801	acp-3	64	320	249	97	79	135	174	67	102
WBGene00008802	acp-2	132	390	341	167	135	195	225	107	154
WBGene00008803	lips-10	247	1020	654	272	275	430	522	243	339
WBGene00008804	acp-4	6	55	30	4	7	10	32	7	12
WBGene00008805	git-1	383	373	283	406	360	437	216	356	377
WBGene00008806	mboa-7	371	326	267	316	314	397	194	315	312
WBGene00008807	F14F3.4	2	13	8	2	5	5	8	3	2
WBGene00008808	ntr-2	16	3	5	9	9	8	3	10	7
WBGene00008809	cyp-13A11	0	24	12	0	0	2	23	0	1
WBGene00008810	cyp-13A12	6	138	75	13	33	42	91	9	26
WBGene00008811	F14F7.4	37	365	260	82	51	112	273	39	83
WBGene00008812	F14F7.5	10	38	22	23	10	15	19	9	5
WBGene00008813	srz-2	0	0	0	0	0	0	0	0	0
WBGene00008814	srz-1	0	0	0	0	0	0	0	0	0
WBGene00008815	srz-103	0	0	0	0	0	0	0	1	0
WBGene00008816	F14F8.8	1	4	6	0	8	2	1	2	1
WBGene00008817	F14F8.9	0	0	0	0	0	0	0	0	0
WBGene00008818	srz-101	0	0	0	0	0	0	3	0	0
WBGene00008819	shw-1	199	230	195	182	162	215	129	185	158
WBGene00008820	nlp-55	70	148	116	67	52	100	95	73	70
WBGene00008821	best-12	17	140	120	27	33	44	100	23	32
WBGene00008822	F14H3.3	406	236	207	420	343	309	155	351	327
WBGene00008823	F14H3.4	707	292	206	652	573	553	217	620	513
WBGene00008824	F14H3.5	234	166	137	201	199	198	118	237	208
WBGene00008825	F14H3.6	3236	2227	1660	3194	2558	2317	1626	2789	2345
WBGene00008826	fbxa-100	0	0	1	1	0	0	0	2	0
WBGene00008827	F14H3.8	0	1	0	0	0	0	0	2	0
WBGene00008828	F14H3.9	0	0	0	0	0	0	0	0	0
WBGene00008829	cyp-35D1	3	5	7	11	31	27	7	8	29
WBGene00008830	nhr-176	104	185	184	109	119	154	134	79	121
WBGene00008831	F14H3.12	66	152	139	63	82	87	134	44	66
WBGene00008832	obr-2	493	1943	1458	554	600	706	1226	418	654
WBGene00008833	F14H8.2	3	4	6	2	0	1	4	1	0
WBGene00008834	F14H8.4	1	2	3	1	0	2	2	0	0
WBGene00008835	F14H8.5	1	0	4	1	0	0	0	0	0
WBGene00008837	sre-38	1	0	0	0	1	0	0	0	0
WBGene00008838	F15A4.2	67	34	21	72	47	50	25	53	38
WBGene00008839	sre-37	0	1	1	0	0	1	1	0	1
WBGene00008840	F15A4.5	54	78	53	33	42	40	52	37	30
WBGene00008841	F15A4.6	282	348	297	243	132	152	247	265	110
WBGene00008842	chil-28	2	2	6	0	0	1	2	0	0
WBGene00008843	arrd-9	29	40	24	18	27	24	23	18	22
WBGene00008844	F15A4.10	171	95	68	159	114	109	75	167	121
WBGene00008847	fbxb-102	6	3	3	10	1	1	3	7	3
WBGene00008848	inft-2	2250	2119	1553	2272	1974	2284	1382	2128	2227
WBGene00008849	try-10	143	107	110	166	175	148	102	148	161
WBGene00008850	F15B9.6	7	6	8	2	5	8	7	0	10
WBGene00008851	F15B9.8	16	436	281	18	21	63	357	14	23
WBGene00008852	ubql-1	3895	4296	3286	3847	4021	4664	2743	3508	4293
WBGene00008853	clec-101	1	3	0	1	1	1	0	0	3
WBGene00008854	F15D3.4	87	300	218	98	80	125	209	86	109
WBGene00008855	F15D3.5	0	0	1	0	0	0	1	0	2
WBGene00008856	F15D3.6	1599	1983	1406	1691	1437	1653	1116	1443	1422
WBGene00008857	timm-23	1830	2313	1954	1810	1924	2220	2001	1629	2166
WBGene00008858	pals-1	24	22	12	23	43	54	8	38	47
WBGene00008859	F15D4.2	411	511	411	425	368	356	446	352	383
WBGene00008860	romo-1	1014	1395	1133	1069	1223	1354	1020	911	1302
WBGene00008861	F15D4.4	21	31	19	14	17	19	22	20	2
WBGene00008862	F15D4.5	722	758	588	751	1361	1362	501	729	1347
WBGene00008863	F15D4.6	109	108	111	137	177	228	94	126	189
WBGene00008865	F15G9.1	1829	5697	4742	2532	2573	3337	4062	1786	3202
WBGene00008866	F15G9.2	2	2	3	1	1	2	1	3	5
WBGene00008868	F15G9.5	67	134	83	67	82	110	63	52	88
WBGene00008869	F15G9.6	12	11	11	16	8	8	11	13	6
WBGene00008870	F15H9.1	2	62	53	5	11	13	41	6	9
WBGene00008871	tag-314	24	178	169	50	38	62	89	37	32
WBGene00008872	F15H10.5	0	0	0	0	0	0	0	0	0
WBGene00008873	F15H10.6	0	0	0	0	0	0	0	0	0
WBGene00008874	F15H10.7	42	173	131	52	41	72	88	34	44
WBGene00008875	F15H10.8	1	23	16	0	2	6	7	1	0
WBGene00008876	F16A11.1	1801	2429	1876	1892	1314	1518	1314	1687	1197
WBGene00008877	rtcb-1	1115	1079	894	1193	1099	1269	810	1017	1203
WBGene00008878	ppfr-1	3434	3285	2431	3585	3182	3487	1864	3309	3135
WBGene00008879	F16B12.1	4	13	12	10	9	10	8	12	10
WBGene00008880	F16B12.4	210	175	135	176	177	203	109	178	202
WBGene00008881	F16B12.5	0	0	0	0	1	0	0	0	0
WBGene00008882	F16B12.6	1002	856	626	900	703	774	561	886	720
WBGene00008883	F16B12.7	5	12	10	7	11	13	6	2	12
WBGene00008884	nhr-281	0	2	2	0	0	2	1	0	0
WBGene00008885	F16C3.1	36	25	30	23	12	40	17	14	15
WBGene00008886	F16C3.2	305	996	771	292	240	376	621	276	227
WBGene00008887	tbcd-1	3821	3284	2338	3906	2948	3366	1790	3498	3079
WBGene00008889	F16D3.6	0	0	0	0	0	0	0	0	0
WBGene00008890	ser-5	70	85	53	73	46	42	47	56	57
WBGene00008891	clec-42	0	16	6	1	2	0	6	2	0
WBGene00008892	clec-246	12	31	23	13	8	23	30	18	12
WBGene00008893	F16H6.3	0	0	0	0	2	0	0	0	0
WBGene00008894	F16H6.4	20	29	18	30	27	41	21	17	38
WBGene00008897	F16H6.7	51	71	82	58	57	89	47	37	66
WBGene00008898	F16H6.8	0	1	0	0	0	0	0	0	0
WBGene00008899	F16H6.9	20	58	48	9	12	16	37	5	14
WBGene00008900	F16H6.10	122	253	208	139	123	183	120	101	128
WBGene00008901	nhr-27	2	0	1	0	0	0	0	0	0
WBGene00008902	phf-32	3	4	3	3	2	2	1	1	1
WBGene00008903	F17A2.4	0	0	0	0	0	0	0	1	2
WBGene00008904	F17A2.13	108	45	36	93	68	76	28	96	64
WBGene00008905	F17B5.1	12	100	81	7	7	19	56	7	8
WBGene00008906	oac-17	0	2	2	0	0	0	2	0	0
WBGene00008907	clec-109	0	0	1	2	0	0	0	0	2
WBGene00008908	F17B5.4	0	0	0	0	0	0	0	0	0
WBGene00008909	clec-110	0	0	1	1	1	0	0	0	1
WBGene00008910	F17C8.3	61	150	121	44	58	80	100	34	64
WBGene00008911	F17C8.6	0	0	0	0	0	0	0	1	0
WBGene00008912	F17C8.7	111	471	348	133	114	198	355	97	186
WBGene00008914	F17C11.2	133	295	212	134	126	179	171	141	149
WBGene00008915	F17C11.4	1180	2048	1846	1103	711	924	1504	982	743
WBGene00008916	clec-221	25	61	69	26	31	27	71	26	18
WBGene00008917	F17C11.6	114	400	368	106	109	155	213	126	148
WBGene00008918	pigt-1	1659	1845	1350	1796	1566	1644	1029	1510	1487
WBGene00008919	vps-36	1210	1331	1004	1171	1101	1268	941	1060	1225
WBGene00008920	eef-1G	44949	51616	43279	45643	43169	50174	40499	39004	46570
WBGene00008921	ctf-4	4838	4068	3080	4862	3699	3988	2510	4189	3693
WBGene00008922	F17C11.11	897	791	570	934	1427	1710	440	846	1314
WBGene00008923	F17C11.12	252	290	217	278	194	309	87	194	235
WBGene00008924	F17E5.2	277	256	159	249	273	300	163	249	299
WBGene00008925	F17H10.1	1399	1203	786	1417	1198	1379	671	1403	1177
WBGene00008926	F17H10.2	698	1380	1156	674	679	692	858	641	692
WBGene00008927	snx-17	217	474	338	263	271	347	270	220	257
WBGene00008928	F17H10.4	0	0	0	0	0	0	0	1	1
WBGene00008929	F18A11.2	10	43	34	22	13	31	34	19	13
WBGene00008930	F18A11.3	230	309	242	253	216	261	186	200	232
WBGene00008932	F18A11.5	57	95	69	43	41	72	70	52	61
WBGene00008933	F18A11.6	14	9	4	14	9	11	6	11	9
WBGene00008934	F18C12.3	1137	1053	939	1158	1039	1179	765	1041	1042
WBGene00008935	F18C12.4	13	86	53	13	12	23	46	11	8
WBGene00008936	papl-1	1300	1328	948	1375	1644	1897	716	1149	1902
WBGene00008937	srt-43	2	13	6	2	4	3	5	3	5
WBGene00008939	F18H3.1	168	165	130	152	173	191	113	149	192
WBGene00008940	F18H3.4	331	326	256	287	262	324	223	271	327
WBGene00008941	srz-33	0	0	0	0	0	0	0	0	0
WBGene00008942	srz-34	0	1	0	0	0	0	0	0	0
WBGene00008943	srz-36	0	1	1	1	0	0	0	0	1
WBGene00008944	F19B2.5	143	484	271	262	914	1291	217	179	1276
WBGene00008945	F19B2.6	44	112	82	59	74	95	71	58	72
WBGene00008946	F19B2.7	0	1	4	0	4	1	5	0	0
WBGene00008947	srz-16	1	0	0	0	0	0	0	1	0
WBGene00008948	F19B6.1	4877	4456	3456	4873	4835	5433	2731	4573	5144
WBGene00008949	F19B6.3	18	78	77	19	21	33	53	9	15
WBGene00008950	wht-5	74	634	503	128	118	203	447	83	171
WBGene00008951	F19C6.2	307	498	361	312	341	362	286	289	349
WBGene00008952	F19C6.3	26	66	48	31	34	23	37	18	36
WBGene00008953	F19C6.4	154	293	228	151	181	217	110	164	159
WBGene00008954	F19C6.5	23	39	44	37	47	70	24	23	71
WBGene00008955	F19D8.2	17	31	32	25	21	20	32	14	15
WBGene00008956	nekl-3	134	179	148	161	184	183	103	137	175
WBGene00008957	glb-13	34	60	45	33	42	46	51	33	36
WBGene00008958	F19H6.3	8	14	9	5	13	12	5	13	16
WBGene00008959	F19H6.4	525	360	337	536	514	490	302	489	535
WBGene00008960	F19H6.5	6	3	2	11	4	3	4	13	4
WBGene00008961	F19H6.6	4	5	5	5	4	4	3	1	0
WBGene00008963	F19H8.2	37	114	67	69	102	116	79	57	122
WBGene00008964	mltn-9	36	127	107	47	50	99	117	40	59
WBGene00008965	mltn-10	27	25	36	33	21	60	19	15	59
WBGene00008966	F20B10.2	0	2	0	0	0	0	0	0	0
WBGene00008967	F20B10.3	0	81	79	2	8	18	61	3	3
WBGene00008968	elli-1	2240	1951	1401	2310	1768	1864	1254	2019	1772
WBGene00008969	cdc-50.B	129	389	265	160	141	169	225	111	141
